Order ID,Order Amount (INR),Delivery Time (mins),Order Date,Rating,Number of Items,Delivery Distance (km),Delivery Agent ID,Order Status,Payment Method,Tip Amount (INR),Promo Code Applied,Has Free Delivery,res_id,name,type,address,city,locality,latitude,longitude,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,votes,photo_count,opentable_support,delivery,state,area,Month,Year,Day,Quarter,Is_Delivered,Is_Cancelled,Has_Promo,Free_Delivery,Completed_Revenue
6378,365,42,2023-06-23,1.9,6,2.558736410255946,644,In-Transit,UPI,86,No,Yes,18793316,Dadan Handi Meat,Quick Bites,"Gola Road Bailey Road, Fraser Road Area, Bihar Regimental Centre, Patna",Patna,Khajpura,25.61413807,85.05687721,North Indian,11 AM to 11 PM,300,1,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",2.9,28,0,0.0,0,Bihar,94163,June,2023,Friday,2,0,0,0,1,0
6379,997,71,2023-12-08,1.0,9,0.5568828059010683,316,In-Transit,Net Banking,141,Yes,No,18732017,Dilli Dhaba,Quick Bites,"Opposite Samrat Palace, Nai Sarak, Garh Road, Shastri Nagar, Meerut",Meerut,Shastri Nagar,28.96742722,77.7305346,Fast Food,11 AM to 11 PM,300,1,"['Takeaway Available', 'Dinner', 'Cash', 'Lunch', 'Indoor Seating']",3.6,140,6,0.0,1,Uttar Pradesh,240928,December,2023,Friday,4,0,0,1,0,0
6380,2409,29,2024-07-31,1.7,3,12.04090181941929,479,Delivered,Credit Card,58,Yes,Yes,18375866,Free Spirit,Café,"Mandi Parishad Road, Vishesh Khand 2, Near Corporation Bank, Above Vishal Steel/Nerolac Paints, Opposite Geetanjali Interior Planet, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,26.86742452,81.01515468,"Cafe, Italian",11 AM to 10:30 PM,750,3,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating']",4.3,743,1273,0.0,0,Uttar Pradesh,240928,July,2024,Wednesday,3,1,0,1,1,2409
6380,2409,29,2024-07-31,1.7,3,12.04090181941929,479,Delivered,Credit Card,58,Yes,Yes,18375866,Free Spirit,Café,"Mandi Parishad Road, Vishesh Khand 2, Near Corporation Bank, Above Vishal Steel/Nerolac Paints, Opposite Geetanjali Interior Planet, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,26.86742452,81.01515468,"Cafe, Italian",11 AM to 10:30 PM,750,3,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating']",4.3,743,1273,0.0,1,Uttar Pradesh,240928,July,2024,Wednesday,3,1,0,1,1,2409
6381,460,13,2023-02-06,4.5,7,4.184107941290386,119,Delivered,Net Banking,146,No,No,18798114,Laat Saab,Casual Dining,"13-14, Community Centre, Ashok Vihar Phase 2, New Delhi",New Delhi,Ashok Vihar Phase 2,28.6964447,77.179982,"North Indian, Mughlai, Kebab","11 AM to 4 PM, 7 PM to 11 PM",1500,3,"['Serves Alcohol', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted', 'Sneakpeek', 'Indoor Seating', 'Air Conditioned', 'Hookah']",4.0,53,161,0.0,0,Delhi,1484,February,2023,Monday,1,1,0,0,0,460
6382,1982,13,2024-09-23,3.5,7,9.770800088083151,367,Delivered,Cash,133,No,No,19009261,Jain Nashta Center,Food Court,"Opposite Post Office, Shashtri circle, Udaipur, Bhopalpura, Udaipur",Udaipur,Bhopalpura,24.5871,73.6979,Desserts,8 AM to 6 PM,200,1,['Pure Veg'],3.8,21,0,0.0,1,Rajasthan,342239,September,2024,Monday,3,1,0,0,0,1982
6383,1685,34,2023-02-10,4.2,3,6.088807622552137,115,Delivered,Debit Card,157,Yes,Yes,2300979,Mocha,Café,"15 / 198, Civil Lines, Mall Road, Kanpur",Kanpur,Mall Road,26.47806035,80.3483535,Cafe,12 Noon to 12 Midnight,1000,3,"['Cash', 'Debit Card', 'Dinner', 'Delivery', 'Serves Alcohol', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Fullbar', 'Outdoor Seating', 'Table booking recommended']",4.9,924,749,0.0,1,Uttar Pradesh,240928,February,2023,Friday,1,1,0,1,1,1685
6383,1685,34,2023-02-10,4.2,3,6.088807622552137,115,Delivered,Debit Card,157,Yes,Yes,2300979,Mocha,Café,"15 / 198, Civil Lines, Mall Road, Kanpur",Kanpur,Mall Road,26.47806035,80.3483535,Cafe,12 Noon to 12 Midnight,1000,3,"['Cash', 'Debit Card', 'Dinner', 'Delivery', 'Serves Alcohol', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Fullbar', 'Outdoor Seating', 'Table booking recommended']",4.9,924,749,0.0,0,Uttar Pradesh,240928,February,2023,Friday,1,1,0,1,1,1685
6384,2485,55,2024-04-02,4.5,1,8.739826982745006,988,Delivered,Credit Card,15,No,Yes,3200094,Kansaar Gujarati Thali,Casual Dining,"101, Unique Trade Centre, Sayajigunj, Vadodara",Vadodara,Sayajigunj,22.30907937,73.18290319,Gujarati,"11 AM to 3:30 PM, 7 PM to 10:30 PM",500,2,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']",3.8,508,22,0.0,0,Gujarat,196024,April,2024,Tuesday,2,1,0,0,1,2485
6385,2934,45,2023-01-31,1.7,9,11.73797591112485,445,In-Transit,Cash,65,No,No,2700793,My Corn,Quick Bites,"Food Court, Neucleus Mall, Lalpur, Ranchi",Ranchi,Lalpur,23.37730225,85.33156693,Street Food,11 AM to 10 PM,100,1,"['No Seating Available', 'Lunch', 'Takeaway Available', 'Cash', 'Dinner']",3.4,13,4,0.0,1,Jharkhand,79716,January,2023,Tuesday,1,0,0,0,0,0
6386,1664,86,2023-04-15,2.3,9,3.354382623178822,379,Cancelled,Credit Card,193,No,No,18942779,Yarron da adda,Quick Bites,"Opposite Kachna Phase 2, Near Aishwarya Kingdom, Mowa, Raipur",Raipur,Mowa,21.26196558,81.69258177,Chinese,7:30am – 11pm (Mon-Sun),200,1,"['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating']",2.5,19,6,0.0,0,Chhattisgarh,135191,April,2023,Saturday,2,0,1,0,0,0
6387,1497,40,2024-05-07,3.0,5,0.9802395403404227,971,In-Transit,UPI,148,No,No,18773015,Gokuldham,Sweet Shop,"SCO 67-68, Sector 46C, Sector 46, Chandigarh",Chandigarh,Sector 46,30.69977609,76.76545769,"Mithai, North Indian, Chinese",8 AM to 10 PM,500,2,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted']",3.6,44,21,0.0,0,Chandigarh,114,May,2024,Tuesday,2,0,0,0,0,0
6388,488,86,2023-04-07,3.9,2,0.7480390881536768,585,In-Transit,Debit Card,178,Yes,Yes,18645345,Fiesta,Bar,"Papaya Tree Hotel, Rooftop, Rau Bypass Square A.B. Road, Rau, Indore",Indore,Hotel Papaya Tree,22.62656388,75.80538344,Drinks Only,1 PM to 11 PM,500,2,"['Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Air Conditioned', 'Fullbar', 'Indoor Seating', 'Smoking Area', 'Gin Bar']",0.0,2,0,0.0,0,Madhya Pradesh,308245,April,2023,Friday,2,0,0,1,1,0
6389,2321,85,2024-07-11,1.8,7,8.67208183571316,515,In-Transit,Net Banking,123,No,Yes,313082,Fat Butterfly Bakery And Cafe,Bakery,"G 23, Ground Floor, Baani Square, Sector 50, Gurgaon",Gurgaon,"Baani Square, Sector 50",28.42547302,77.0575697,"Bakery, Cafe",12noon – 12midnight (Mon-Sun),1200,3,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Pre-Ordering Required', 'Air Conditioned', 'Desserts and Bakes']",4.2,674,829,0.0,1,Haryana,44212,July,2024,Thursday,3,0,0,0,1,0
6390,2361,33,2023-03-14,2.8,5,13.38875504849701,555,Cancelled,Cash,148,No,No,18793278,Shrinath Pav Bhaji & Pulav Center,Quick Bites,"Opposite Chamber Of Commerce, Achleshwar Road, Lashkar, Gwalior",Gwalior,Lashkar,26.199528,78.163361,"Street Food, Fast Food",4 PM to 10 PM,250,1,"['Dinner', 'Cash', 'No Alcohol Available', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg']",4.3,208,2,0.0,0,Madhya Pradesh,308245,March,2023,Tuesday,1,0,1,0,0,0
6391,1248,30,2023-04-27,4.7,1,14.37009456363616,963,Cancelled,Debit Card,5,Yes,Yes,18597330,Lassi Shop,Beverage Shop,"4/587, Medavakkam- Sholinganallur Road,Puthu Nagar, Perumbakkam, Chennai",Chennai,Medavakkam,12.91180076,80.19574083,"Beverages, Ice Cream",12 Noon to 11:30 PM,200,1,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted']",3.6,188,18,0.0,1,Tamil Nadu,130058,April,2023,Thursday,2,0,1,1,1,0
6391,1248,30,2023-04-27,4.7,1,14.37009456363616,963,Cancelled,Debit Card,5,Yes,Yes,18597330,Lassi Shop,Beverage Shop,"4/587, Medavakkam- Sholinganallur Road,Puthu Nagar, Perumbakkam, Chennai",Chennai,Medavakkam,12.91180076,80.19574083,"Beverages, Ice Cream",12 Noon to 11:30 PM,200,1,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted']",3.6,188,18,0.0,0,Tamil Nadu,130058,April,2023,Thursday,2,0,1,1,1,0
6392,535,58,2023-05-29,3.8,7,13.56166524311265,918,Delivered,Net Banking,96,Yes,Yes,18805745,Moti Mahal,Sweet Shop,"Baijnathpara, Shastri Market, Jawahar Nagar, Raipur",Raipur,Jawahar Nagar,21.24024838,81.63748853,Mithai,8 AM to 10:30 PM,200,1,"['Delivery', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Desserts and Bakes']",3.7,48,7,0.0,1,Chhattisgarh,135191,May,2023,Monday,2,1,0,1,1,535
6393,668,63,2024-09-12,1.2,4,10.93196714519834,376,Delivered,Credit Card,171,No,No,18702904,Munna Bhel Puri House,Quick Bites,"Opposite Apple Heritage, Near  D.T. Shah medical Banarsi hotel Andheri Kurla Road, Andheri East Mumbai 400093, Chakala, Mumbai",Mumbai,Chakala,19.11417747,72.86170263,Street Food,"11AM to 9:30PM (Mon-Sat),12Noon to 9PM (Sun)",100,1,"['Lunch', 'Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.6,46,25,0.0,0,Maharashtra,307713,September,2024,Thursday,3,1,0,0,0,668
6394,1076,81,2023-02-17,3.8,6,14.91981748660459,948,Cancelled,Debit Card,146,Yes,No,18665182,Dhadoom,Casual Dining,"Shop 1, Western Business Park, Oppostie S.D. Jain School, University Road, Vesu, Surat",Surat,Vesu,21.1506437,72.7730412,"Italian, Fast Food, Desserts, Beverages",11 AM to 11:30 PM,500,2,"['Cash', 'Credit Card', 'Debit Card', 'Delivery', 'Takeaway Available', 'Dinner', 'Lunch', 'No Alcohol Available', 'Digital Payments Accepted', 'Free Parking', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Axis Bank - Dining Delights']",3.8,223,265,0.0,1,Gujarat,196024,February,2023,Friday,1,0,1,1,0,0
6394,1076,81,2023-02-17,3.8,6,14.91981748660459,948,Cancelled,Debit Card,146,Yes,No,18665182,Dhadoom,Casual Dining,"Shop 1, Western Business Park, Oppostie S.D. Jain School, University Road, Vesu, Surat",Surat,Vesu,21.1506437,72.7730412,"Italian, Fast Food, Desserts, Beverages",11 AM to 11:30 PM,500,2,"['Cash', 'Credit Card', 'Debit Card', 'Delivery', 'Takeaway Available', 'Dinner', 'Lunch', 'No Alcohol Available', 'Digital Payments Accepted', 'Free Parking', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Axis Bank - Dining Delights']",3.8,223,265,0.0,0,Gujarat,196024,February,2023,Friday,1,0,1,1,0,0
6395,1379,13,2023-09-20,2.7,5,12.98026043067213,193,Delivered,Cash,29,Yes,No,2500746,Meraki,Lounge,"Shop 113, Shrikrishna Nagar, Deolai, Aurangabad",Aurangabad,Gadia Vihar,19.8504349,75.3596643,"North Indian, Biryani",11 AM to 11 PM,1400,3,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Entertainment', 'Fullbar', 'Live Music', 'Table booking recommended', 'Air Conditioned', 'Live Sports Screening', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted']",2.7,28,4,0.0,1,Maharashtra,307713,September,2023,Wednesday,3,1,0,1,0,1379
6395,1379,13,2023-09-20,2.7,5,12.98026043067213,193,Delivered,Cash,29,Yes,No,2500746,Meraki,Lounge,"Shop 113, Shrikrishna Nagar, Deolai, Aurangabad",Aurangabad,Gadia Vihar,19.8504349,75.3596643,"North Indian, Biryani",11 AM to 11 PM,1400,3,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Entertainment', 'Fullbar', 'Live Music', 'Table booking recommended', 'Air Conditioned', 'Live Sports Screening', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted']",2.7,28,4,0.0,1,Bihar,94163,September,2023,Wednesday,3,1,0,1,0,1379
6396,1258,83,2023-09-13,4.4,6,0.7127388125658737,498,In-Transit,Cash,50,Yes,No,3100389,Sri Krishna Bhel Puri House,Quick Bites,"Next To City Market Shopping Centre, Bhavathi Street, Bhavathi, Mangalore",Mangalore,Bhavathi,12.86606208,74.83835354,Street Food,4 PM to 9 PM,150,1,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Pure Veg']",4.3,177,83,0.0,0,Karnataka,191791,September,2023,Wednesday,3,0,0,1,0,0
6397,1684,88,2023-07-30,2.4,8,1.697520019594128,172,Delivered,Debit Card,26,No,Yes,18549818,72s,Kiosk,"Block Number 36, Abhishek Ramaniyan, East Coast Road, Thiruvanmiyur, Chennai",Chennai,Thiruvanmiyur,12.97559287,80.25887534,Italian,5:30 AM – 10:30 PM,250,1,"['Cash', 'Debit Card', 'Takeaway Available', 'Dinner', 'Credit Card', 'Delivery', 'No Seating Available']",3.2,17,10,0.0,1,Tamil Nadu,130058,July,2023,Sunday,3,1,0,0,1,1684
6397,1684,88,2023-07-30,2.4,8,1.697520019594128,172,Delivered,Debit Card,26,No,Yes,18549818,72s,Kiosk,"Block Number 36, Abhishek Ramaniyan, East Coast Road, Thiruvanmiyur, Chennai",Chennai,Thiruvanmiyur,12.97559287,80.25887534,Italian,5:30 AM – 10:30 PM,250,1,"['Cash', 'Debit Card', 'Takeaway Available', 'Dinner', 'Credit Card', 'Delivery', 'No Seating Available']",3.2,17,10,0.0,0,Tamil Nadu,130058,July,2023,Sunday,3,1,0,0,1,1684
6398,1229,68,2023-06-30,2.4,5,12.48667144227807,958,Delivered,Credit Card,149,No,No,18874284,PVS Mango Bakers,Bakery,"PVS Building, BNC Corner, Punkunnam, Puzhakkal, Thrissur",Thrissur,Puzhakkal,10.53144556,76.20157085,Bakery,9:30 AM to 9 PM,200,1,"['Cash', 'Takeaway Available', 'Air Conditioned']",3.2,12,1,0.0,1,Kerala,38863,June,2023,Friday,2,1,0,0,0,1229
6399,2706,70,2023-09-06,2.0,2,7.602754339589423,471,Delivered,Credit Card,40,Yes,Yes,18819439,Lucky Snacks & Champs Point,Quick Bites,"Street 15, Opposite State bank of India, Gurbax Colony, Patiala",Patiala,Gurbax Colony,30.345542,76.419182,"Fast Food, Italian",2 PM to 10:30 PM,350,2,"['Lunch', 'Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Indoor Seating']",3.9,111,16,0.0,0,Punjab,50362,September,2023,Wednesday,3,1,0,1,1,2706
6400,1873,63,2024-09-09,1.3,1,12.24963865783321,952,Cancelled,Debit Card,4,Yes,No,18961607,Little Heart's Cafe,Café,"Shankar Nagar, opp to nagalkar hospital, sai Nagar, Amravati 444606, Sai Nagar, Amravati",Amravati,Sai Nagar,20.90821458,77.76303325,"Modern Indian, Pizza, Sandwich, Street Food",11 AM to 11 PM,200,1,[],0.0,0,0,0.0,0,Maharashtra,307713,September,2024,Monday,3,0,1,1,0,0
6401,772,79,2023-07-28,4.1,7,11.06224272044944,774,Delivered,Debit Card,57,No,Yes,18676685,Mamagoto,Casual Dining,"2nd Floor, Pavillion Mall, Senapati Bapat Road, Senapati Bapat Road, Pune",Pune,"The Pavillion, Senapati Bapat Road",18.53381745,73.82970784,"Thai, Chinese, Japanese, Momos, Salad, Vietnamese, Malaysian",12noon – 11:30pm (Mon-Sun),2000,4,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Mall Parking', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended']",4.4,532,1108,0.0,1,Maharashtra,307713,July,2023,Friday,3,1,0,0,1,772
6402,1644,80,2024-08-30,1.6,7,10.71600956704705,200,Delivered,Debit Card,83,Yes,No,18262897,Aalam Chicken Corner,Dhaba,"BE-324, Street 4, Hari Nagar, Mayapuri Phase 2, New Delhi",New Delhi,Mayapuri Phase 2,28.6307722,77.12013088,Mughlai,10 AM to 11 PM (Mon-Sun),400,1,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Indoor Seating']",4.1,370,25,0.0,1,Delhi,1484,August,2024,Friday,3,1,0,1,0,1644
6403,2643,81,2023-09-14,1.3,8,6.120652214401511,942,In-Transit,UPI,192,Yes,No,18433874,Good to Go,Butcher Shop,"Unit Number 74, Good Earth City Centre, Sector 50, Gurgaon",Gurgaon,Sector 50,28.42182355,77.05382064,"Raw Meats, North Indian",10 AM to 8 PM (Mon-Sun),500,2,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Breakfast']",3.6,17,24,0.0,0,Haryana,44212,September,2023,Thursday,3,0,0,1,0,0
6404,2854,15,2024-07-27,4.8,7,8.105865699972714,960,In-Transit,UPI,26,Yes,No,3000043,Latitude - Vivanta Coimbatore,Fine Dining,"Vivanta Coimbatore, 105, Race Course Road, Coimbatore",Coimbatore,"Vivanta Coimbatore, Race Course",11.00200811,76.97397765,"South Indian, North Indian, Continental",7am – 11:45pm (Mon-Sun),2300,4,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Fullbar', 'Air Conditioned']",4.0,131,70,0.0,0,Tamil Nadu,130058,July,2024,Saturday,3,0,0,1,0,0
6405,2765,84,2023-02-28,2.4,2,9.09498176340257,289,Delivered,Cash,50,No,No,47218,Club Escape,Club,"Crystal Plaza, 3/A, New Link Road, Veera Desai Area, Mumbai",Mumbai,Veera Desai Area,19.14171483,72.83213496,Finger Food,"Closed (Mon),7 PM to 3 AM (Tue-Sun)",2000,4,"['Dinner', 'Debit Card', 'Credit Card', 'Cash', 'Lunch', 'Fullbar', 'LGBTQIA Friendly', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended', 'Nightlife']",1.9,407,17,0.0,0,Maharashtra,307713,February,2023,Tuesday,1,1,0,0,0,2765
6406,1704,38,2023-09-27,4.7,7,13.71441540956271,391,Cancelled,Credit Card,163,No,No,18733687,Lucky Omlet Center,Food Truck,"28, GIDC Road, Meera Nagar, GIDC Industrial Area, Manjalpur, Vadodara",Vadodara,Makarpura,22.25836216,73.19113959,Street Food,4 PM to 12 Midnight,200,1,"['Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted']",3.7,65,15,0.0,0,Gujarat,196024,September,2023,Wednesday,3,0,1,0,0,0
6407,1409,20,2024-08-17,4.5,7,14.72213068628274,302,In-Transit,Net Banking,9,No,Yes,18559401,Asian Fun,Casual Dining,"RN 11, Sector 62, Noida",Noida,Sector 62,28.61822185,77.36967657,"Chinese, Momos, Sushi, Thai, Asian",12 Noon to 11 PM,700,2,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Table Reservation Not Required']",4.1,563,620,0.0,1,Uttar Pradesh,240928,August,2024,Saturday,3,0,0,0,1,0
6408,534,27,2024-03-15,4.6,2,11.40757089549014,796,Cancelled,UPI,107,Yes,No,2600818,Mamaji Jalebi Wale,Sweet Shop,"8 & 9, Lakherapura, Peer Gate Area, Ibrahimpura, Peer Gate Area",Bhopal,Peer Gate Area,23.25803745,77.40035836,"Mithai, Desserts, Street Food",8:30am – 11pm (Mon-Sun),200,1,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Breakfast', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",4.0,490,11,0.0,0,Madhya Pradesh,308245,March,2024,Friday,1,0,1,1,0,0
6408,534,27,2024-03-15,4.6,2,11.40757089549014,796,Cancelled,UPI,107,Yes,No,2600818,Mamaji Jalebi Wale,Sweet Shop,"8 & 9, Lakherapura, Peer Gate Area, Ibrahimpura, Peer Gate Area",Bhopal,Peer Gate Area,23.25803745,77.40035836,"Mithai, Desserts, Street Food",8:30am – 11pm (Mon-Sun),200,1,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Breakfast', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",4.0,490,11,0.0,1,Madhya Pradesh,308245,March,2024,Friday,1,0,1,1,0,0
6409,715,41,2024-06-17,2.2,2,2.620653050653009,222,Cancelled,Net Banking,148,Yes,No,18715534,Testry,Kiosk,"103/1, Beadon Street, Shobha Bazar, Kolkata",Kolkata,Shobha Bazar,22.59113391,88.3607351,Chinese,3 PM to 11 PM,200,1,"['No Seating Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash']",3.1,4,0,0.0,0,West Bengal,88752,June,2024,Monday,2,0,1,1,0,0
6410,1644,85,2024-08-06,4.7,7,2.776082472461484,326,Cancelled,UPI,73,Yes,Yes,66789,Sree Anjapper Hotels,Casual Dining,"36, 1st Street, East Karikalan, Adambakkam, Chennai",Chennai,Adambakkam,12.99345897,80.20014502,"Chettinad, Chinese","11:30 AM to 4 PM, 6:30 PM to 11:30 PM",700,2,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Table reservation required', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",2.4,61,14,0.0,0,Tamil Nadu,130058,August,2024,Tuesday,3,0,1,1,1,0
6411,2175,19,2024-01-16,3.2,9,13.23267986676594,854,In-Transit,UPI,76,No,Yes,18740727,The Coffee Shop,Café,"Third Floor, Vegas Circle Mall, Bankim Nagar, Siliguri",Siliguri,Bankim Nagar,26.75248304,88.43879007,"Italian, Cafe",11 AM to 10 PM,1200,3,"['Takeaway Available', 'Credit Card', 'Lunch', 'Dinner', 'Cash', 'Debit Card', 'No Alcohol Available', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Table Reservation Not Required', 'Free Wifi', 'Desserts and Bakes']",3.9,84,164,0.0,1,West Bengal,88752,January,2024,Tuesday,1,0,0,0,1,0
6412,1251,19,2024-09-06,2.1,9,8.911546066518746,570,In-Transit,Debit Card,137,Yes,Yes,2300485,Satyam Restaurant,Casual Dining,"Hotel Satyam, 42 G, New Azad Nagar, Near Bithoor Road Crossing, Kalyanpur, IIT Kanpur, Kanpur",Kanpur,"Hotel Satyam, IIT Kanpur",26.50300797,80.25329567,"North Indian, Chinese, South Indian, Fast Food","10 AM to 11 PM (Mon-Wed),11 AM to 11 PM (Thu-Sun)",600,2,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Air Conditioned', 'Indoor Seating', 'Live Sports Screening', 'Digital Payments Accepted', 'Pure Veg', 'Smoking Area']",3.5,122,2,0.0,1,Uttar Pradesh,240928,September,2024,Friday,3,0,0,1,1,0
6413,1571,86,2023-08-29,2.9,9,9.04207527165466,310,In-Transit,Cash,14,Yes,No,19113701,Sarvpriya,Fine Dining,"C/O Manav Resorts, Malerkotla Road, Nabha, Patiala",Patiala,Nabha,30.368471,76.156687,"North Indian, Mithai, Beverages, Bakery",8 AM to 11 PM,350,2,"['Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes']",2.9,33,4,0.0,1,Punjab,50362,August,2023,Tuesday,3,0,0,1,0,0
6414,1526,15,2023-08-22,1.3,1,9.017342175345776,445,In-Transit,Net Banking,196,No,No,48422,7th Heaven,Bakery,"Shop 2, C Wing, Shiv Sadan, Near McDonald's, Lokhandwala Market, Andheri Lokhandwala, Andheri West",Mumbai,"Andheri Lokhandwala, Andheri West",19.14133854,72.82552298,"Bakery, Desserts, Fast Food",11 AM to 1 AM (Mon-Sun),300,1,"['Cash', 'Delivery', 'Lunch', 'Credit Card', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes', 'Air Conditioned']",3.7,241,447,0.0,1,Maharashtra,307713,August,2023,Tuesday,3,0,0,0,0,0
6414,1526,15,2023-08-22,1.3,1,9.017342175345776,445,In-Transit,Net Banking,196,No,No,48422,7th Heaven,Bakery,"Shop 2, C Wing, Shiv Sadan, Near McDonald's, Lokhandwala Market, Andheri Lokhandwala, Andheri West",Mumbai,"Andheri Lokhandwala, Andheri West",19.14133854,72.82552298,"Bakery, Desserts, Fast Food",11 AM to 1 AM (Mon-Sun),300,1,"['Cash', 'Delivery', 'Lunch', 'Credit Card', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes', 'Air Conditioned']",3.7,241,447,0.0,0,Maharashtra,307713,August,2023,Tuesday,3,0,0,0,0,0
6415,473,29,2023-10-17,4.6,6,9.963138531405587,781,Cancelled,Debit Card,196,Yes,No,18695077,Yasmin Biryani,Quick Bites,"Madurai Theni Road, PP Chavadi, Bethaniyapuram, Madurai",Madurai,Bethaniyapuram,9.93175885,78.09400376,South Indian,11 AM to 11 PM,250,1,"['Dinner', 'Delivery', 'No Alcohol Available', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Halal']",4.1,181,45,0.0,0,Tamil Nadu,130058,October,2023,Tuesday,4,0,1,1,0,0
6416,2616,89,2023-12-07,3.6,4,10.11675011188265,208,Delivered,Credit Card,122,No,No,65703,Arcot Bar - Trident,Bar,"Trident, 1/24, GST Road, Chennai",Chennai,"Trident, GST Road",12.9938706,80.18628202,Finger Food,11 AM to 12 Midnight,2000,4,"['Cash', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Air Conditioned', 'Wifi', 'Fullbar', 'Indoor Seating', 'Wheelchair Accessible', 'Nightlife', 'Table booking recommended']",3.6,39,15,0.0,0,Tamil Nadu,130058,December,2023,Thursday,4,1,0,0,0,2616
